ID,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
3740,High,Medium,Public,Positive,2,No,College,Moderate,Male,63
3741,Medium,High,Public,Neutral,2,No,High School,Near,Male,66
3742,Medium,,Private,Positive,4,No,,Near,Female,65
3743,Medium,High,Public,Negative,2,No,High School,Moderate,Male,66
3744,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,67
3745,Low,High,Private,Negative,2,No,High School,Near,Male,62
3746,Low,High,Public,Negative,2,No,High School,Near,Female,66
3747,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
3748,High,High,Public,Negative,5,No,High School,Moderate,Male,68
3749,Low,High,Public,Negative,2,No,High School,Moderate,Female,63
3750,Medium,Low,Public,Neutral,3,No,College,Moderate,Male,66
3751,Medium,Medium,Private,Neutral,3,No,,Near,Male,65
3752,High,Medium,Public,Positive,1,No,High School,Near,Male,72
3753,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Female,70
3754,Medium,Medium,Public,Positive,3,No,High School,Near,Male,63
3755,Low,High,Private,Neutral,4,No,High School,Near,Male,65
3756,Low,Medium,Private,Neutral,1,No,College,Near,Male,65
3757,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,66
3758,High,Medium,Public,Positive,3,No,High School,Moderate,Female,68
3759,Medium,Medium,Public,Positive,4,No,College,Near,Male,64
3760,Medium,Medium,Public,Neutral,4,No,College,Moderate,Male,66
3761,High,High,Public,Positive,4,No,High School,Moderate,Male,68
3762,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,64
3763,Medium,Medium,Public,Negative,3,No,College,Far,Female,62
3764,Low,Medium,Private,Neutral,2,Yes,High School,Near,Male,67
3765,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,67
3766,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,65
3767,Low,Medium,Public,Neutral,4,No,High School,Near,Male,59
3768,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,66
3769,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,68
3770,High,Low,Public,Positive,3,Yes,High School,Near,Female,63
3771,Medium,Medium,Public,Neutral,3,No,College,Near,Male,68
3772,Medium,High,Public,Positive,3,No,College,Far,Female,68
3773,Low,High,Public,Negative,2,No,High School,Moderate,Female,66
3774,Medium,,Private,Positive,2,No,High School,Moderate,Female,63
3775,Low,Medium,Private,Positive,2,No,,Moderate,Female,61
3776,High,Low,Public,Negative,4,No,College,Near,Female,68
3777,Low,High,Public,Positive,3,No,College,Near,Male,66
3778,High,Medium,Public,Neutral,4,Yes,College,Moderate,Male,69
3779,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,64
3780,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,68
3781,Low,High,Public,Positive,2,No,High School,Near,Female,66
3782,Low,Medium,Public,Positive,3,Yes,High School,Near,Female,68
3783,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,62
3784,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,68
3785,Low,High,Private,Negative,3,No,College,Moderate,Male,69
3786,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,70
3787,Low,Medium,Public,Negative,2,No,College,Near,Female,65
3788,Medium,Medium,Public,Positive,3,No,College,Near,Female,68
3789,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,67
3790,Low,Low,Public,Neutral,4,No,College,Far,Male,64
3791,Medium,Medium,Public,Negative,3,No,College,,Female,63
3792,Medium,Medium,Public,Negative,2,No,High School,Near,Female,67
3793,Low,High,Private,Negative,3,No,High School,Moderate,Male,66
3794,Low,Medium,Public,Positive,4,No,High School,Near,Female,67
3795,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,63
3796,High,High,Public,Positive,3,No,High School,Moderate,Female,69
3797,Medium,Medium,Public,Positive,2,No,High School,Near,Female,70
3798,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,70
3799,High,Medium,Private,Negative,2,No,Postgraduate,Near,Male,65
3800,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,64
3801,Medium,High,Public,Negative,3,No,College,Moderate,Female,67
3802,Medium,Medium,Private,Negative,3,No,High School,Near,Female,61
3803,Low,High,Private,Positive,1,No,College,Near,Female,70
3804,High,Medium,Private,Positive,4,Yes,College,Far,Male,68
3805,Medium,Medium,Public,Positive,2,No,High School,Near,Female,64
3806,High,Medium,Private,Neutral,2,Yes,High School,Moderate,Male,68
3807,Medium,Medium,Public,Positive,5,No,High School,Near,Male,68
3808,Low,Medium,Private,Positive,4,No,College,,Male,63
3809,Low,Medium,Public,Positive,2,No,College,Moderate,Female,65
3810,Low,Low,Private,Neutral,3,Yes,High School,Near,Female,69
3811,Low,High,Public,Negative,2,No,College,Moderate,Male,63
3812,Low,Medium,Public,Neutral,3,No,College,Near,Male,69
3813,High,Medium,Private,Positive,3,Yes,High School,Near,Female,61
3814,Low,Medium,Private,Neutral,3,No,College,Far,Female,69
3815,High,Low,Public,Positive,3,No,College,Near,Female,62
3816,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Far,Male,58
3817,Medium,Medium,Public,Positive,3,No,High School,Far,Male,71
3818,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Male,69
3819,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,68
3820,Medium,High,Private,Negative,2,No,College,Near,Male,61
3821,Low,Medium,Private,Negative,2,No,College,Far,Male,67
3822,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
3823,Low,Medium,Public,Positive,3,No,High School,Near,Male,72
3824,Medium,Medium,Private,Negative,4,No,College,Near,Female,71
3825,Medium,Medium,Public,Positive,2,No,High School,Near,Male,67
3826,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Moderate,Male,68
3827,High,Medium,Public,Neutral,2,No,High School,Near,Female,64
3828,High,Medium,Private,Positive,0,No,High School,Near,Female,73
3829,Low,High,Public,Positive,4,No,High School,Near,Female,65
3830,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Female,67
3831,Medium,Medium,Private,Positive,4,No,College,Moderate,Female,63
3832,Low,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,63
3833,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,69
3834,High,Low,Public,Positive,3,No,High School,Near,Female,68
3835,Low,High,Public,Neutral,2,No,College,Near,Male,68
3836,Low,Medium,Public,Positive,4,No,High School,Near,Male,69
3837,High,High,Public,Negative,3,No,High School,Near,Female,73
3838,Low,High,Public,Negative,2,No,High School,Near,Male,66
3839,Medium,Medium,Public,Positive,3,No,College,Near,Female,68
3840,Medium,Low,Public,Neutral,2,No,Postgraduate,Near,Male,65
3841,Low,Medium,Private,Negative,3,No,High School,Far,Male,67
3842,Medium,Medium,Private,Positive,4,No,College,Near,Female,70
3843,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,66
3844,Low,Medium,Public,Negative,3,No,Postgraduate,Moderate,Female,64
3845,Low,Medium,Public,Neutral,3,No,High School,Near,Female,69
3846,Medium,Medium,Public,Positive,5,No,College,Far,Female,71
3847,Low,Low,Private,Neutral,4,No,Postgraduate,Moderate,Male,68
3848,Medium,Medium,Private,Negative,3,No,College,Moderate,Female,68
3849,Medium,High,Public,Positive,3,No,College,Near,Female,66
3850,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,70
3851,High,High,Public,Positive,2,No,Postgraduate,Near,Female,65
3852,Medium,Medium,Public,Negative,4,No,High School,Near,Female,63
3853,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,70
3854,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,67
3855,Medium,Medium,Public,Positive,5,Yes,High School,Near,Male,63
3856,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,64
3857,High,Medium,Public,Neutral,4,Yes,High School,Moderate,Male,60
3858,Low,Medium,Public,Neutral,1,No,High School,Near,Male,62
3859,Low,High,Public,Positive,2,No,High School,Near,Female,65
3860,High,Low,Private,Negative,3,No,Postgraduate,Near,Male,69
3861,Low,High,Private,Neutral,3,No,College,Moderate,Female,68
3862,Medium,High,Public,Positive,2,No,High School,Moderate,Male,66
3863,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,72
3864,High,Medium,Public,Positive,3,No,High School,Near,Male,68
3865,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,69
3866,High,High,Public,Negative,3,No,High School,Moderate,Male,65
3867,Low,Medium,Public,Positive,1,No,High School,Near,Male,65
3868,Low,High,Public,Neutral,4,No,High School,Near,Female,70
3869,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,67
3870,Low,Medium,Private,Positive,3,Yes,College,Near,Male,73
3871,Medium,Low,Public,Neutral,2,No,College,Near,Female,70
3872,High,Low,Private,Positive,3,No,High School,Moderate,Male,66
3873,Low,Medium,Private,Positive,1,No,Postgraduate,Near,Male,68
3874,Low,Medium,Public,Positive,2,No,College,Moderate,Male,61
3875,High,Medium,Public,Positive,3,No,Postgraduate,Near,Male,70
3876,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,66
3877,Low,Medium,Public,Neutral,5,No,College,Near,Male,67
3878,Medium,High,Private,Neutral,3,No,Postgraduate,Near,Female,69
3879,Medium,Medium,Public,Positive,3,No,High School,Near,Female,64
3880,High,High,Public,Positive,2,No,College,Moderate,Male,65
3881,Medium,High,Private,Negative,5,No,College,Near,Female,75
3882,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,63
3883,Medium,Medium,Private,Neutral,3,No,College,Near,Male,69
3884,Medium,High,Public,Positive,4,Yes,High School,Near,Male,68
3885,High,High,Private,Positive,2,No,College,Near,Male,66
3886,High,Medium,Public,Positive,2,No,High School,Moderate,Female,66
3887,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
3888,Medium,Low,Public,Neutral,4,No,College,Near,Female,68
3889,Low,Low,Public,Negative,2,No,High School,Moderate,Female,65
3890,Low,Medium,Public,Neutral,3,No,College,Near,Male,70
3891,High,Low,Public,Positive,2,No,High School,Near,Female,68
3892,Medium,High,Public,Neutral,2,Yes,High School,Near,Female,70
3893,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,61
3894,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,61
3895,Low,Medium,Public,Positive,0,No,High School,Moderate,Male,64
3896,High,Medium,Public,Neutral,3,No,College,Moderate,Male,71
3897,Medium,Low,Public,Positive,3,No,High School,Moderate,Male,72
3898,Low,Medium,Public,Negative,3,No,High School,Near,Male,66
3899,Low,Medium,Private,Negative,4,No,High School,Far,Female,63
3900,Medium,Medium,Public,Positive,1,No,College,Near,Female,62
3901,High,Medium,Public,Neutral,3,Yes,,Near,Male,65
3902,Medium,Medium,Public,Positive,5,No,High School,Near,Male,66
3903,Low,High,Private,Neutral,3,No,High School,Moderate,Male,72
3904,Medium,Medium,Public,Neutral,3,No,College,Near,Male,68
3905,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,70
3906,Medium,High,Private,Negative,3,No,High School,Moderate,Female,70
3907,Low,Medium,Public,Positive,6,No,High School,Near,Male,73
3908,High,High,Public,Positive,2,No,High School,Near,Male,67
3909,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,65
3910,Medium,High,Private,Negative,3,No,College,Moderate,Female,65
3911,High,Medium,Private,Neutral,3,Yes,High School,Near,Female,65
3912,Medium,Medium,Public,Neutral,4,No,College,Near,Male,70
3913,Medium,Medium,Private,Negative,2,No,High School,Far,Male,66
3914,Medium,Low,Public,Neutral,1,No,College,Near,Male,65
3915,Low,Medium,Public,Neutral,1,No,High School,Near,Male,68
3916,High,Medium,Public,Negative,1,No,High School,Moderate,Female,66
3917,Medium,Medium,Public,Neutral,2,No,College,Near,Female,65
3918,Low,High,Private,Positive,4,Yes,High School,Near,Female,71
3919,High,Medium,Private,Negative,3,No,High School,Near,Male,65
3920,Medium,Medium,Private,Positive,4,No,College,Near,Male,70
3921,Medium,High,Public,Negative,2,Yes,College,Moderate,Female,69
3922,High,Medium,Public,Negative,4,No,High School,Near,Male,71
3923,Medium,High,Private,Positive,2,No,High School,Near,Female,67
3924,Low,Medium,Public,Positive,2,Yes,,Moderate,Male,64
3925,Low,High,Public,Negative,4,No,College,Near,Male,82
3926,High,Medium,Private,Positive,0,No,College,Moderate,Female,66
3927,Low,High,Public,Negative,4,No,High School,Near,Male,66
3928,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,65
3929,Medium,High,Private,Positive,5,Yes,High School,Near,Male,61
3930,Medium,Low,Private,Neutral,2,No,Postgraduate,Near,Female,72
3931,Medium,Medium,Public,Positive,3,No,High School,Near,Male,70
3932,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,71
3933,Medium,Medium,Public,Neutral,2,Yes,High School,Moderate,Female,84
3934,Low,High,Public,Positive,3,Yes,College,Moderate,Male,72
3935,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,67
3936,Medium,Medium,Private,Neutral,5,No,Postgraduate,Near,Male,72
3937,Medium,Low,Public,Neutral,6,No,High School,Moderate,Female,70
3938,Low,High,Public,Neutral,4,No,High School,Moderate,Male,62
3939,Medium,Medium,Public,Positive,2,No,College,Moderate,Female,71
3940,High,Low,Public,Neutral,3,No,High School,Near,Female,62
3941,Low,Low,Public,Positive,3,No,High School,Near,Female,68
3942,Low,Medium,Public,Positive,3,No,High School,Near,Male,74
3943,Medium,Low,Private,Positive,3,No,High School,Near,Male,68
3944,High,Medium,Public,Neutral,3,Yes,Postgraduate,Far,Female,64
3945,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,65
3946,Low,Low,Public,Positive,5,No,College,Near,Male,66
3947,Low,Medium,Public,Neutral,1,No,College,Near,Female,68
3948,Low,High,Public,Neutral,4,No,High School,Near,Male,67
3949,Medium,High,Public,Neutral,5,Yes,High School,Moderate,Female,67
3950,Medium,Low,Public,Neutral,3,No,High School,Moderate,Male,63
3951,Low,Medium,Public,Negative,1,No,College,Near,Female,71
3952,Low,High,Private,Positive,2,No,Postgraduate,Moderate,Male,63
3953,Medium,Medium,Public,Negative,3,Yes,High School,Near,Male,66
3954,Medium,Medium,Public,Negative,2,Yes,High School,Near,Female,67
3955,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,66
3956,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,70
3957,Medium,Medium,Public,Negative,4,No,College,Moderate,Female,64
3958,High,Medium,Public,Positive,2,No,Postgraduate,Near,Male,71
3959,Low,Medium,Public,Neutral,3,No,College,Near,Female,68
3960,High,Medium,Private,Neutral,3,No,High School,Near,Male,64
3961,Low,High,Public,Positive,4,No,High School,Near,Female,66
3962,High,Low,Private,Neutral,4,No,High School,Near,Male,72
3963,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,66
3964,Medium,High,Public,Neutral,4,No,,Near,Female,70
3965,Medium,Medium,Private,Positive,2,No,High School,Near,Male,66
3966,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Female,68
3967,Medium,Low,Public,Positive,4,No,College,Moderate,Male,70
3968,Low,Medium,Private,Positive,2,No,College,Moderate,Male,64
3969,Medium,Medium,Public,Neutral,1,No,College,Near,Male,71
3970,Low,Medium,Private,Positive,5,No,College,Near,Male,72
3971,Low,High,Public,Positive,2,No,High School,Near,Male,71
3972,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,63
3973,High,Low,Public,Positive,2,No,College,Near,Male,68
3974,Medium,Medium,Private,Positive,4,Yes,High School,Near,Male,63
3975,High,Low,Private,Positive,2,No,High School,Moderate,Male,66
3976,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,63
3977,Low,Medium,Private,Neutral,4,No,College,Near,Female,72
3978,Low,High,Public,Positive,3,Yes,Postgraduate,Moderate,Male,70
3979,Low,High,Public,Positive,1,No,College,Near,Female,65
3980,Medium,Medium,Private,Negative,3,Yes,College,Moderate,Female,67
3981,Low,High,Public,Positive,3,No,High School,Moderate,Female,66
3982,Medium,High,Public,Neutral,2,Yes,Postgraduate,Far,Male,69
3983,High,Low,Public,Negative,3,No,College,Near,Male,73
3984,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,66
3985,Medium,Medium,Public,Neutral,6,Yes,High School,Near,Female,70
3986,Low,Medium,Public,Negative,4,No,College,Near,Male,68
3987,Medium,High,Private,Positive,2,No,High School,Far,Male,65
3988,Low,Medium,Private,Positive,2,No,Postgraduate,Moderate,Female,67
3989,High,Medium,Public,Neutral,2,No,High School,Moderate,Female,71
3990,Low,Low,Private,Neutral,3,No,High School,Near,Female,70
3991,Low,Medium,Private,Negative,3,No,High School,Moderate,Male,61
3992,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69
3993,Low,High,Public,Negative,3,No,Postgraduate,Near,Male,63
3994,Low,High,Private,Negative,2,No,College,Moderate,Male,67
3995,Medium,Medium,Public,Positive,2,No,College,Near,Male,65
3996,Low,Low,Public,Positive,3,Yes,High School,Near,Female,63
3997,High,Low,Private,Negative,4,No,Postgraduate,Near,Male,67
3998,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,66
3999,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,72
4000,Low,High,Public,Positive,5,No,High School,Near,Male,68
4001,Low,Low,Public,Neutral,4,No,High School,Moderate,Male,67
4002,High,High,Private,Positive,3,No,Postgraduate,Moderate,Male,72
4003,Low,Medium,Public,Positive,2,Yes,High School,Far,Female,66
4004,Medium,Medium,Public,Positive,4,No,High School,Near,Male,73
4005,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,71
4006,Low,High,Public,Positive,3,No,High School,Moderate,Male,65
4007,Medium,High,Private,Neutral,4,No,High School,Near,Male,65
4008,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,65
4009,Medium,High,Private,Neutral,2,No,College,Near,Male,68
4010,High,Medium,Public,Positive,3,No,College,Near,Female,70
4011,Medium,Low,Private,Neutral,2,No,High School,Near,Female,68
4012,Low,High,Private,Negative,2,No,High School,Near,Male,62
4013,Low,Medium,Private,Neutral,3,No,College,Near,Male,66
4014,Low,Medium,Public,Negative,5,No,College,Near,Female,65
4015,Low,Medium,Public,Neutral,4,No,College,Near,Female,71
4016,Medium,Medium,Public,Negative,2,No,High School,Moderate,Male,61
4017,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,63
4018,Medium,High,Public,Neutral,4,No,High School,Near,Male,67
4019,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,70
4020,Medium,High,Private,Neutral,4,No,Postgraduate,Near,Male,73
4021,High,,Public,Positive,3,No,High School,Near,Male,72
4022,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,69
4023,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,61
4024,Low,High,Public,Neutral,3,No,,Near,Male,71
4025,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,64
4026,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,61
4027,Low,Medium,Public,Negative,4,No,College,Near,Female,63
4028,Low,Medium,Public,Negative,2,No,High School,Near,Male,65
4029,Low,High,Public,Negative,4,No,Postgraduate,Near,Female,73
4030,High,High,Private,Negative,4,Yes,Postgraduate,Near,Male,68
